Date,Product,Quantity Sold,Total Sales
2023-07-04,Mobile,4,257384
2022-04-27,Laptop,6,574974
2023-02-21,Headphones,1,11495
2021-02-16,Smartwatch,5,36110
2021-09-22,Smartwatch,9,207198
2021-10-25,Laptop,2,279786
2021-11-13,Camera,7,804636
2023-03-11,Mouse,1,659
2021-02-01,Camera,6,648852
2022-09-08,Monitor,1,13896
2022-09-13,Tablet,8,295688
2022-08-05,Printer,1,20074
2021-09-05,Mouse,6,8622
2023-01-02,Laptop,4,502720
2023-11-04,Camera,6,172068
2020-11-01,Smartwatch,1,16113
2022-02-07,Keyboard,3,11073
2021-01-18,Mouse,2,3804
2021-09-23,Camera,1,55585
2022-04-27,Mobile,8,329184
2022-01-31,Monitor,5,95820
2022-12-11,Smartwatch,3,26031
2022-02-05,Laptop,4,248548
2022-06-27,Keyboard,1,4453
2022-10-21,Tablet,4,149156
2022-09-17,Keyboard,5,15905
2020-10-20,Mobile,9,246555
2021-02-24,Laptop,8,806408
2022-12-05,Mobile,1,50760
2020-03-31,Mouse,2,1964
2022-08-14,Laptop,2,236466
2023-09-11,Smartwatch,1,23925
2021-10-01,Headphones,6,25710
2021-01-29,Smartwatch,5,112205
2021-10-15,Monitor,2,45736
2020-11-01,Tablet,5,112505
2020-02-01,Mouse,9,12168
2020-07-28,Headphones,9,60651
2023-01-30,Camera,5,192770
2023-12-13,Smartwatch,10,130220
2020-12-16,Mobile,5,271995
2023-01-12,Monitor,1,13524
2020-02-29,Monitor,1,11942
2022-02-24,Laptop,2,211794
2022-03-13,Tablet,10,442180
2023-06-16,Camera,5,317795
2021-02-09,Keyboard,2,8628
2023-03-08,Tablet,2,91376
2020-07-18,Monitor,5,177500
2022-08-21,Headphones,4,13416
2023-06-17,Smartwatch,6,107082
2021-01-10,Camera,6,476472
2022-09-25,Laptop,2,224606
2020-08-19,Camera,8,643640
2020-12-15,Smartwatch,6,148836
2023-03-22,Tablet,9,195705
2022-04-10,Mobile,6,115776
2021-09-10,Keyboard,8,30264
2023-04-24,Printer,4,93376
2021-05-14,Keyboard,3,13353
2022-02-25,Mobile,6,223764
2023-11-22,Mouse,7,13342
2022-06-10,Mouse,6,8490
2023-11-22,Headphones,3,35568
2023-10-03,Mobile,10,737830
2020-08-22,Mouse,10,12480
2021-10-28,Keyboard,2,8294
2020-12-26,Smartwatch,7,50960
2023-05-10,Mobile,10,596640
2021-11-01,Monitor,1,10933
2021-03-21,Tablet,10,150120
2020-10-27,Tablet,8,398528
2021-08-19,Printer,10,219370
2022-07-04,Headphones,4,48660
2021-10-10,Smartwatch,10,272670
2021-09-15,Printer,6,35550
2023-04-08,Laptop,10,1169020
2022-04-07,Tablet,5,95450
2022-01-26,Keyboard,1,506
2023-12-11,Keyboard,6,8388
2021-07-31,Laptop,4,426340
2023-12-09,Mouse,7,11060
2021-10-13,Printer,7,108521
2022-06-10,Keyboard,4,7680
2022-08-30,Tablet,4,160816
2022-01-07,Printer,3,37356
2023-10-04,Tablet,3,47280
2020-05-26,Laptop,3,433641
2022-09-23,Printer,3,17322
2020-10-08,Printer,8,182440
2022-05-21,Mouse,3,3690
2022-11-09,Printer,9,159723
2022-02-26,Camera,4,177408
2022-05-19,Mouse,1,1483
2022-10-17,Headphones,9,48699
2022-04-21,Keyboard,10,35060
2020-03-09,Laptop,10,1133420
2023-12-14,Camera,2,192112
2022-09-13,Mobile,3,236991
2021-07-26,Monitor,9,91143
2022-12-07,Mouse,2,1604
2022-08-25,Mobile,9,458631
2023-06-09,Laptop,6,720762
2020-01-23,Monitor,8,308776
2022-08-18,Mouse,6,6972
2021-12-23,Smartwatch,5,52440
2020-03-13,Mouse,5,8940
2023-02-28,Smartwatch,1,25620
2022-08-27,Mouse,3,4419
2020-04-15,Smartwatch,10,58940
2021-08-10,Monitor,2,26622
2022-11-01,Mobile,5,215180
2020-09-28,Mouse,5,4315
2021-06-10,Laptop,2,258288
2020-12-23,Mouse,3,4947
2022-07-03,Camera,3,162726
2023-12-06,Headphones,8,31696
2022-12-16,Laptop,6,366372
2020-10-24,Mouse,3,3945
2022-04-25,Printer,4,98592
2022-06-20,Tablet,4,150456
2020-04-21,Smartwatch,2,13442
2020-12-09,Monitor,7,253470
2021-09-09,Monitor,9,182817
2022-02-16,Printer,8,92840
2020-10-24,Keyboard,7,4179
2021-08-14,Monitor,7,179816
2022-12-21,Laptop,2,239274
2023-07-29,Camera,7,700119
2023-08-28,Smartwatch,6,83148
2021-06-30,Mobile,5,306345
2022-08-02,Headphones,10,136230
2021-02-03,Keyboard,6,11838
2021-10-03,Keyboard,1,569
2020-05-19,Laptop,7,439635
2022-12-11,Mobile,8,448584
2021-03-25,Smartwatch,5,56630
2020-03-10,Laptop,10,620500
2020-04-26,Mouse,4,6108
2023-07-30,Mobile,2,42644
2023-05-23,Tablet,7,189756
2020-08-15,Tablet,5,171520
2022-08-14,Mobile,8,369808
2022-05-24,Camera,5,206145
2020-05-31,Smartwatch,1,17543
2022-03-06,Camera,1,53847
2021-06-26,Tablet,8,156384
2022-10-04,Headphones,10,74320
2020-12-31,Monitor,2,28856
2023-01-12,Printer,4,92472
2023-08-10,Mobile,8,351576
2020-07-30,Laptop,2,118458
2023-03-16,Smartwatch,8,44912
2022-10-16,Tablet,1,17479
2023-09-23,Printer,5,39835
2023-12-04,Camera,7,667233
2020-01-08,Keyboard,8,35328
2022-06-12,Printer,2,41396
2021-04-07,Laptop,7,982394
2022-09-14,Mobile,10,570440
2021-11-13,Smartwatch,7,47656
2023-07-18,Mobile,6,327432
2020-06-13,Monitor,5,91555
2020-12-27,Keyboard,1,3647
2023-09-15,Headphones,5,62005
2022-03-09,Mobile,6,442596
2020-06-22,Monitor,4,56684
2020-03-14,Headphones,1,12792
2023-04-29,Headphones,8,58952
2020-05-09,Keyboard,5,22965
2022-12-29,Monitor,1,7427
2021-11-25,Laptop,6,867024
2020-03-28,Printer,2,19872
2023-09-01,Keyboard,8,39160
2020-11-01,Mouse,4,1788
2020-03-16,Tablet,8,129992
2022-08-23,Mouse,1,797
2023-12-07,Tablet,1,26288
2023-07-19,Laptop,5,313760
2022-07-23,Mouse,3,4530
2020-05-10,Mobile,2,150322
2023-05-03,Mouse,4,1716
2021-02-19,Printer,6,97038
2021-10-26,Mobile,10,280000
2021-10-20,Headphones,1,10717
2020-12-21,Camera,2,71652
2021-07-14,Tablet,7,182091
2023-11-27,Camera,9,374643
2022-06-17,Headphones,10,16660
2020-09-30,Mobile,10,593000
2020-11-19,Laptop,8,484640
2020-01-14,Laptop,3,185049
2023-12-18,Mouse,5,5760
2023-11-21,Monitor,3,55530
2020-10-20,Smartwatch,9,177831
2022-04-23,Headphones,3,33009
2023-11-17,Laptop,10,735930
2022-10-20,Mouse,2,3168
2021-09-08,Camera,7,144193
2023-02-16,Headphones,4,11700
2022-12-21,Mobile,10,574350
2023-01-10,Keyboard,4,17208
2023-07-06,Headphones,5,9345
2021-01-31,Mobile,3,216546
2022-10-15,Tablet,3,53475
2020-04-20,Camera,5,237355
2022-06-09,Smartwatch,6,151266
2022-07-17,Laptop,2,294094
2020-04-17,Keyboard,3,5382
2020-02-29,Monitor,9,113454
2020-05-25,Headphones,8,85680
2023-04-02,Camera,7,322350
2023-10-18,Camera,4,137740
2021-10-29,Headphones,2,9768
2022-04-24,Headphones,7,32305
2020-05-30,Monitor,10,367460
2020-04-21,Printer,3,30249
2023-06-02,Monitor,3,91152
2022-02-03,Tablet,8,221792
2023-07-18,Camera,5,232520
2021-11-18,Tablet,1,18909
2021-07-28,Tablet,2,91018
2022-07-28,Printer,3,42774
2021-03-26,Smartwatch,10,101370
2023-07-30,Mouse,3,4449
2023-02-06,Headphones,2,15490
2022-12-04,Monitor,4,144120
2022-08-05,Smartwatch,1,28921
2022-05-26,Headphones,4,25448
2022-06-08,Mouse,4,6044
2020-11-01,Mouse,1,1155
2020-03-31,Laptop,8,1169104
2022-10-29,Laptop,7,837305
2022-03-18,Monitor,2,69302
2022-10-11,Headphones,2,20300
2020-01-26,Printer,4,29392
2022-01-04,Smartwatch,4,104884
2020-07-04,Laptop,8,1101528
2021-09-16,Tablet,8,132792
2022-07-20,Monitor,3,94695
2021-01-13,Camera,8,898088
2023-07-21,Laptop,2,200892
2023-11-15,Camera,9,218583
2021-08-30,Printer,5,115350
2023-01-15,Mouse,4,7652
2023-11-03,Mobile,10,540000
2020-04-22,Keyboard,6,5532
2020-08-15,Printer,6,109488
2023-06-21,Laptop,6,588174
2020-12-24,Keyboard,2,4354
2020-10-10,Camera,4,362920
2020-08-20,Monitor,10,187490
2021-04-06,Camera,6,330258
2022-10-28,Printer,5,23920
2020-05-09,Camera,6,475788
2022-09-22,Keyboard,9,13545
2022-08-20,Keyboard,9,26046
2022-07-14,Mouse,6,11628
2023-10-10,Mobile,4,280056
2020-06-27,Mobile,7,234059
2021-08-13,Mobile,2,63192
2021-07-19,Mobile,3,225162
2020-11-04,Headphones,9,101493
2020-02-16,Smartwatch,7,191520
2023-01-13,Tablet,8,301768
2022-05-10,Monitor,1,24104
2021-01-22,Mobile,1,40451
2022-11-30,Camera,7,670957
2021-12-03,Camera,8,782176
2023-09-25,Keyboard,9,37323
2022-07-26,Smartwatch,10,93230
2021-09-19,Tablet,5,149310
2022-09-18,Camera,5,131010
2020-10-30,Camera,5,398795
2020-12-06,Mouse,3,5271
2023-01-01,Smartwatch,3,32238
2023-12-21,Tablet,3,91773
2020-08-27,Laptop,6,751824
2020-09-16,Monitor,5,146130
2021-01-12,Headphones,9,113265
2020-03-12,Camera,6,236346
2022-02-02,Monitor,9,140895
2022-12-28,Smartwatch,2,11632
2022-04-08,Monitor,3,105054
2021-10-17,Tablet,1,48253
2021-11-09,Smartwatch,8,115976
2023-03-20,Tablet,10,439730
2021-11-24,Mobile,8,122024
2020-10-12,Keyboard,2,6046
2020-02-20,Printer,10,102200
2022-07-02,Camera,2,125554
2020-04-22,Mouse,4,5976
2022-12-14,Headphones,5,21030
2020-02-16,Mobile,9,615483
2023-10-18,Mobile,9,555273
2021-02-02,Monitor,6,231150
2020-04-24,Camera,7,275737
2022-05-25,Camera,7,482069
2020-01-25,Smartwatch,6,99078
2021-09-22,Monitor,9,96660
2021-03-17,Monitor,7,237993
2021-08-14,Tablet,7,295008
2020-10-12,Mouse,10,4760
2020-10-21,Headphones,5,43880
2022-12-11,Camera,2,194842
2022-02-08,Mobile,1,63668
2023-08-01,Smartwatch,7,75110
2023-02-12,Monitor,10,139730
2021-02-12,Tablet,7,237790
2023-02-08,Monitor,1,24791
2023-04-13,Smartwatch,8,186608
2022-08-07,Headphones,1,13963
2020-01-06,Tablet,5,173355
2023-08-04,Monitor,2,47706
2022-05-04,Tablet,8,248312
2020-02-28,Mobile,5,373125
2020-05-16,Mouse,6,8940
2022-09-11,Mouse,7,5796
2023-07-10,Monitor,2,58916
2022-11-15,Mouse,1,831
2020-11-29,Mouse,1,599
2021-10-16,Monitor,3,85263
2020-11-30,Laptop,5,486690
2022-05-09,Camera,1,57992
2021-08-20,Keyboard,2,9418
2021-01-31,Tablet,2,51906
2023-01-18,Camera,6,658680
2021-09-08,Smartwatch,6,48840
2022-12-30,Mouse,6,11916
2020-10-21,Laptop,3,353751
2021-07-30,Camera,8,592000
2021-11-27,Tablet,2,58556
2020-11-12,Keyboard,4,8172
2023-02-18,Mouse,9,12501
2023-12-30,Keyboard,2,7836
2022-08-01,Mobile,2,54400
2020-02-05,Monitor,6,152514
2023-11-16,Camera,3,233775
2023-05-08,Keyboard,6,11460
2023-12-24,Smartwatch,1,29394
2020-08-30,Headphones,3,37122
2020-10-18,Headphones,5,15265
2021-03-05,Tablet,2,85680
2023-11-15,Mobile,2,24928
2022-09-18,Printer,1,9434
2020-08-08,Laptop,9,1149732
2020-05-01,Monitor,2,43162
2020-03-29,Mobile,5,56730
2020-07-16,Mobile,10,369220
2023-04-18,Headphones,3,35961
2021-12-20,Laptop,2,138156
2021-07-22,Mouse,6,6126
2020-11-24,Keyboard,10,24810
2022-10-31,Mouse,2,1004
2023-03-30,Laptop,9,705978
2021-01-27,Smartwatch,3,89121
2023-01-05,Laptop,2,156102
2022-10-29,Monitor,6,102792
2022-06-19,Mobile,3,169521
2022-02-16,Printer,4,79400
2021-04-11,Printer,2,26596
2020-09-10,Monitor,2,78120
2020-10-05,Monitor,6,143352
2023-02-15,Laptop,2,186012
2022-10-08,Mobile,7,330211
2022-07-24,Mouse,5,8535
2022-06-28,Headphones,9,69048
2021-08-18,Printer,4,21120
2022-09-01,Camera,3,65025
